reg,zona,pacto,partido,cupo,orden,nombre,nombre_full,edad,sexo,profesion,web,x,facebook,instagram,tiktok,texto,cargos,elecciones,tag,foto,id_foto,patrimonio
V,6006,K,PSC,PSC,89,Marlene González,Marlene Laura González Ahumada,55,M,Técnica Nivel Superior de Enfermería y Auxiliar Paramédica,,,marlene.gonzalez.367362,marlenegonzalezah,,Ex candidata a alcaldesa por Villa Alemana. Dirigenta Social y profesional del área salud en Sanidad Naval. Trabajó en las FF.AA.,x,"2024;A;Villa Alemana;X;IND;6484;8,00",P,Y,5206,1504936
V,6006,K,IND,PSC,90,Rodolfo Ponce,Rodolfo Alfredo Ponce Vargas,54,H,Ingeniero en Transporte Marítimo y Puertos,www.rodolfoponcevargas.cl/,,profile.php?id=100016905848226,rodolfoponcevargas,,"Es capitán de la Marina Mercante Nacional, egresado de la Escuela Naval y de la Academia de Guerra aval. Consultor marítimo y empresarial, ha sido dirigente gremial del sector.",x,x,N,Y,5207,1506086
V,6006,K,PNL,PNL,91,José Vallejo,José Miguel Vallejo Knockaert,71,H,Subcomisario (r) de la PDI,,,profile.php?id=61580406928779,inspectorvallejo,,"Subcomisario (r), fue jefe de la Brigada de Antinarcóticos Metropolitana. Profesor policial, ha sido panelista televisivo.",x,2021;D;10;X;IND;1618;0.35|1997;S;Santiago Poniente;X;IND;38038;3.41,O,Y,5208,1504461
V,6006,K,PNL,PNL,92,Soledad Calvo,María Soledad Calvo Herrera,45,M,Kinesióloga,,,soledad.calvo.12,solecalvo_d6,,"Kinesióloga de la UPLA, magíster en Terapia Manual Ortopédica.",x,x,N,Y,5209,1504807
V,6006,K,PNL,PNL,93,Verónica Becerra,Verónica Ivonne Becerra Vergara,51,M,Técnica en Contabilidad Computacional,,,,vero_libertaria,,Ex candidata a concejala de Viña del Mar. Comunicadora y contadora.,x,2024;C;Viña del Mar;X;IND;1071;0.57|2021;D;26;X;IND;1340;0.90,O,Y,5210,1506356
V,6006,K,PNL,PNL,94,Jorge Villarroel,Jorge Eduardo Villarroel Pérez,62,H,Ingeniero Civil Mecánico,,,JVP.diputado,jvp.diputado,,Ingeniero Civil Mecánico de la UTFSM. Ha emprendido en el rubro de la optimización energética.,x,x,N,Y,5211,1505696
V,6007,B,IND,FRVS,51,Jorge Sharp,Jorge Esteban Sharp Fajardo,40,H,Abogado,,JorgeSharp,JorgeSharpValpo,jorgesharp,jorgesharp,"Ex alcalde de Valparaíso en dos períodos. Abogado de la U. Católica de Valparaíso, donde fue dirigente estudiantil.",2016-2024;Alcalde;Valparaíso,2021;A;Valparaíso;G;IND;64832;56.41|2016;A;Valparaíso;G;IND;46359;53.77,P,Y,5212,1505947
V,6007,B,IND,FRVS,52,René Lues,René Lues Escobar,62,H,Profesor de Castellano y Filosofía,,,reneluese,rene.lues,,"Ex concejal de Viña del Mar, fue también core por Valparaíso I. Licenciado en Filosofía de la U. Católica de Valparaíso.",2021-2024;C;Viña del Mar|2014-2016;R;Valparaíso I,2024;C;Viña del Mar;X;DC;4984;2.65|2021;C;Viña del Mar;G;DC;3914;3.15|2017;D;7;X;DC;9410;2.92|2016;A;Viña del Mar;X;DC;24155;32.31|2016;Z;Viña del Mar;N;DC;3786;52.59|2013;R;Valparaíso I;G;DC;14247;9.28|2012;A;Viña del Mar;X;DC;35503;36.54|1992;M;Viña del Mar;X;DC;2996;2.00,O,Y,5213,1505630
V,6007,B,IND,FRVS,53,Priscila Fleming,Priscila Besna Fleming Aránguiz,42,M,Profesora de Educación Básica,,,priscilafleming,priscifleming,,Dirigenta y comunicadora social. Es Profesora de Educación Básica de la UPLA. Emprendedora en el rubro gastronómico.,x,2024;R;Valparaíso 2;X;IND;9267;5.38,P,Y,5214,1504343
V,6007,B,FRVS,FRVS,54,Ángela Cabezón,Ángela Cabezón Contreras,61,M,Técnica en Turismo,,,angela.cabezon.3,angelacabezon,,Emprendedora en el área gráfica. Ex candidata a core por Valparaíso I y a concejala por Valparaíso.,x,2021;R;Valparaíso I;X;FRVS;2086;1.21|2021;C;Valparaíso;X;FRVS;409;0.38,P,Y,5215,1505058
V,6007,B,IND,FRVS,55,Rodrigo Ruiz,Rodrigo Andrés Ruiz Encina,58,H,Antropólogo,,,rodrigo.ruiz.471214,rodrigoruizdiputado,,"Presidente del movimiento Transformar Chile. Antropólogo de la U. de Chile, es doctor en Filosofía y ha sido académico universitario.",x,x,N,Y,5216,1505851
V,6007,B,AH,AH,56,Tania Madriaga,Tania Isabel Madriaga Flores,53,M,Socióloga,,,taniamadriagaflores,taniadiputada,,"Fue integrante de la Convención Constitucional. Socióloga de la U. de Concepción, magíster en Ciencias Sociales. Ha trabajado en diversas municipalidades, includas Renca, Ñuñoa y Valparaíso.",2021-2022;V;7,2021;V;7;G;IND;15073;4.55,P,Y,5217,1505419
V,6007,B,IND,AH,57,Carlos Muñoz,Carlos Matías Muñoz Lecerf,37,H,Abogado y Técnico en Contabilidad,,,profile.php?id=61572273505885,carlosmunozlecerf,,"Académico y asesor en materias laborales. Abogado de la U. Católica de Valparaíso, magíster en Docencia para la Educación Superior y Técnico en Contabilidad.",x,x,N,Y,5218,1506028
V,6007,B,IND,AH,58,Lucía Ortiz,Lucía Alejandra Ortiz León,52,M,Relacionadora Pública,,,,luciadiputada,,Delegada de la mesa regional de pescadoras de Valparaíso.,x,x,N,Y,5219,1506323
V,6007,B,IND,AH,59,Claudio Valle,Claudio Enrique Valle Figueroa,45,H,Profesor de Educación Física,,,claudiovallediputado,claudiovalle2025,,"Deportista náutico, campeón panamericano de buceo. Docente, es doctor en Cultura. Ha sido dirigente del pueblo Chango.",x,x,N,Y,5220,1505980
V,6007,C,PR,PR,60,Tomás Lagomarsino,Tomás Ignacio Lagomarsino Guzmán,35,H,Médico General,www.lagomarsino.cl,drlagomarsino,drlagomarsino,drlagomarsino,drlagomarsino,Actual diputado por el Distrito 7 de Valparaíso. Médico cirujano de la U. de Valparaíso. Fue presidente de la Federación Nacional de Estudiantes de Medicina.,2021-2025;D;7,2021;D;7;G;IND;26379;7.40|2021;V;7;X;IND;12611;3.81,R,Y,5221,1505543
V,6007,C,FA,FA,61,Jorge Brito,Jorge Elías Brito Hasbún,35,H,Ingeniero Civil Industrial,,jorbritoh,JBritoDiputado,JBritoDiputado,cokebrito90,Es diputado por el Distrito 7 de Valparaíso. Ingeniero Civil Industrial de la U. Técnica Federico Santa María. Ha sido investigador de la Red de Observadores.,2018-2025;D;7,2021;D;7;G;RD;23603;6.62|2017;D;7;G;RD;13289;4.13,R,Y,5222,1506349
V,6007,C,FA,FA,62,Jaime Bassa,Jaime Andrés Bassa Mercado,48,H,Abogado,,jaime_bassa,JaimeBassaDiputado,jaime.a.bassa,,"Fue miembro de la Convención Constitucional, de la cual fue vicepresidente. Abogado de la U. Católica, magíster en Filosofía y en Derecho; doctor en Derecho. Académico universitario e investigador.",2021-2022;V;7,2021;V;7;G;IND;43490;13.13,P,Y,5223,1504867
V,6007,C,PC,PC,63,Luis Cuello,Luis Alberto Cuello Peña y Lillo,48,H,Abogado,,luiscuellop,luiscuellodiputado,luiscuellodiputado,,Actual diputado por el Distrito 7 de Valparaíso. Abogado de la U. de Valparaíso. Es parte del directorio del Instituto de Ciencias y Humanidades Humberto Neumann.,2022-2025;D;7,2021;D;7;G;PC;13342;3.74|2021;V;7;X;PC;12185;3.68,R,Y,5224,1504574
V,6007,C,DC,DC,64,Roy Crichton,Roy Anthony Crichton Orellana,57,H,,,,RoyCrichtonOrellana1,roycrichton,,Ex core por San Antonio en tres períodos. Ha sido presidente regional de la DC en Valparaíso.,2014-2024;R;San Antonio,2021;R;San Antonio;G;DC;9256;13.27|2017;R;San Antonio;G;DC;10962;17.66|2013;R;San Antonio;G;DC;16200;25.08,P,Y,5225,1504525
V,6007,C,PL,PL,65,Felipe Ríos,Felipe Alfredo Ríos Cuevas,50,H,Actor,,,FelipeRiOz,riosdiputado,,"Actor de la Academia Fernando González, ha trabajado en cine, televisión y teatro. Ha sido director teatral y gestor cultural. Ex candidato a gobernador por Valparaíso.",x,2024;G;Valparaíso;X;IND;110652;9.64,P,Y,5226,1506019
V,6007,C,IND,PPD,66,Manuel Murillo,Manuel Enrique Murillo Calderón,56,H,,,manuelmurillociudadano,manuelmurillociudadano,manuelmurillociudadano,,Ex core por Valparaíso II y concejal de Valparaíso. Fundador de la Coordinadora de Vivienda.,2014-2024;R;Valparaíso II|2008-2012;C;Valparaíso,2021;R;Valparaíso II;G;PPD;9166;7.42|2017;R;Valparaíso II;G;PPD;9115;7.93|2013;R;Valparaíso II;G;PPD;13358;11.62|2012;C;Valparaíso;X;PPD;3145;3.76|2008;C;Valparaíso;G;PPD;3868;3.44|2004;C;Valparaíso;X;PPD;3823;3.25,P,Y,5227,1505771
V,6007,C,PS,PS,67,Tomás de Rementería,Tomás Eguzki de Rementería Venegas,38,H,Abogado,,,tomasderementeriavenegas,tdrementeria,,"Actual senador por Valparaíso donde reemplazó a Isabel Allende. Fue elegido diputado por el Distrito 7. Abogado, máster en Derecho Constitucional y Derechos Humanos. Ha sido académico universitario.",,2021;D;7;G;IND;5817;1.63,RE,Y,5228,1505550
V,6007,C,PS,PS,68,Arturo Barrios,Arturo Francisco Barrios Oteiza,58,H,Profesor de Historia y Geografía,,,profile.php?id=100083015546391,diputadobarrios,,"Actual diputado del Distrito 7, asumió el lugar de Tomás de Rementería. Licenciado en Historia de la U. de Chile, fue presidente de la FECh. Profesor de Historia y Geografía de la UMCE. Fue subdirector del Consejo de la Cultura.",2025-2025;D;10,2009;D;10;X;PS;12856;9.40|1993;D;30;X;PS;10920;7.37,RX,Y,5229,1504966
V,6007,F,PTR,PTR,69,Antonio Páez,Antonio Alejandro Páez Aguilar,39,H,,,,,antonio_paez_aguilar,,Ex candidato a la Convención Constitucional. Ha sido dirigente del Sindicato Starbucks y tiene estudios de pedagogía.,x,2021;D;7;X;PTR;1361;0.38|2021;V;7;X;PTR;674;0.20,O,Y,5230,1505647
V,6007,F,PTR,PTR,70,Alejandra Valderrama,Alejandra Valderrama Zúñiga,36,M,Profesora de Historia y Geografía,,,,alejandra.valderrama.zu,,Ex candidata a concejala por Valparaíso. Es Profesora de Historia de la UPLA.,x,2021;C;Valparaíso;X;PTR;2345;2.16,P,Y,5231,1506382
V,6007,F,PTR,PTR,71,Romina Ibáñez,Romina Fernanda Ibáñez San Martín,35,M,Profesora de Castellano y Filosofía,,,,romaibanezsm,,"Docente en un colegio municipal de Quilpué. Profesora, magíster en Evaluación Educacional de la UPLA.",x,x,N,Y,5232,1505655
V,6007,H,POP,POP,72,Cristián Cuevas,Cristián Eduardo Cuevas Zambrano,58,H,,,ccuevasz,CristianCuevasMVP,zcuevascristian,,"Presidente del Partido Popular. Dirigente sindical, ha sido presidente de la Confederación de Trabajadores del Cobre (CTC). Posee estudios de Trabajo Social en la U. Arcis.",x,2017;D;20;X;PH;7504;2.23|2013;D;3;X;PC;12807;21.15|2009;D;46;X;PC;22326;22.92|2004;C;Los Andes;X;PC;1095;4.43|2000;M;Los Andes;X;PC;525;1.97|1996;M;Coronel;X;PH;287;0.72,O,Y,5233,1506307
V,6007,H,POP,POP,73,Constanza Ahumada,Constanza Loreto Ahumada Fuentes,21,M,Estudiante de Relaciones Públicas,,,constanza.ahumadafuentes,conita.rp,,"Estudiantes de Relaciones Públicas con Gestión en Marketing en Duoc UC. Gestora cultural del género urbano, creadora y CEO del medio ""El Lobby"", creo premios del mismo nombre.",x,x,N,Y,5234,1506042
V,6007,H,POP,POP,74,Monserrat España,Monserrat Michel España Valdivia,23,M,Estudiante de Derecho,,,,monse.e.v,,Estudiante de Derecho en la U. Adolfo Ibáñez. Activista feminista y defensora de la participación juvenil. Ex candidata a concejala por Villa Alemana.,x,2024;C;Villa Alemana;X;POP;661;0.93,P,Y,5235,1506533
V,6007,H,POP,POP,75,Amaro Ramírez,Amaro Enrique Ramírez García,22,H,,,,,,,,x,x,N,N,5236,1506063
V,6007,H,POP,POP,76,Rodrigo Wittwer,Rodrigo Andrés Wittwer Salinas,30,H,Ingeniero Civil Químico,,,,arthassadar,,Ingeniero Civil Químico de la U. Técnica Federico Santa María. Ha sido investigador en la U. de Valparaíso.,x,x,N,Y,5237,1506047
V,6007,H,POP,POP,77,Matías Gazmuri,Matías Gazmuri Kruberg,34,H,Sociólogo y Periodista,,,,matiasxvalpo,,"Sociólogo de la U. de Playa Ancha y Periodista de la U. Academia de Humanismo Cristiano. Ex dirigente estudiantil, fue presidente de la FEUPLA. Editor de La Díscola. Fue candidato a la Convención Constitucional.",x,2021;D;6;X;COM;2485;0.70|2021;V;6;X;COM;2506;0.76,O,Y,5238,1506402
V,6007,H,POP,POP,78,Francisco Peñaloza,Francisco Jesús Peñaloza Aguilera,31,H,Técnico en Electrónica,,,,franciscojesusp,,Se ha desempeñado en el mantenimiento de motores y servicio técnico. Activista por el medio ambiente.,x,x,N,Y,5239,1505986
V,6007,H,POP,POP,79,Valentina Núñez,Valentina Rayén Núñez Godoy,21,M,Estudiante de Pedagogía,,,,rayentun,,"Activista medioambiental, ex embajadora del Acuerdo de Escazú. Estudiante de Pedagogía.",x,x,N,Y,5240,1506021
V,6007,H,POP,POP,80,Mariela Hidalgo,Mariela del Carmen Hidalgo Díaz,60,M,,,,,,,,x,x,N,N,5241,1505539
V,6007,I,PDG,PDG,81,Juan Marcelo Valenzuela,Juan Marcelo Valenzuela Henríquez,39,H,Ingeniero Comercial y Publicista,,,JuanMaDiputado,juanmadiputado,economicament3,"Ex candidato a alcalde de Valparaíso. Se ha dedicado al marketing digital, fue gerente comercial de Felices y Forrados. Creó el medio regional Gran Valparaíso.",x,2024;A;Valparaíso;X;PDG;31036;17.32|2021;D;7;X;PDG;7208;2.02,O,Y,5242,1505326
V,6007,I,PDG,PDG,82,Nicolás Farfán,Nicolás Eduardo Farfán Vega,41,H,Sociólogo,,,nikol.farfan,nicolas_farfan_v,,"Ex candidato a core por Valparaíso II. Sociólogo, máster en Alta Dirección Internacional.",x,2024;R;Valparaíso II;X;PDG;11444;6.64,P,Y,5243,1504550
V,6007,I,PDG,PDG,83,Vanessa Ferrer,Vanessa Ferrer Radovich,50,M,Publicista y Egresada de Derecho,,,profile.php?id=100069190367589,vanessaferrerradovic,,"Publicista de la U. del Pacífico y egresada de Derecho de la U. de Las Américas, magíster en Gestion de Calidad.",x,2021;D;7;X;IND;6857;1.92,O,Y,5244,1505106
V,6007,I,PDG,PDG,84,Guillermo Escobar,Guillermo Andrés Escobar Arriagada,48,H,,,,guillermo.a.e.a,guillermo.escobar_diputado,,"Emprendedor, fue candidato a consejero regional por Valparaíso I.",x,2024;R;Valparaíso I;X;PDG;9529;3.86,P,Y,5245,1505112
V,6007,I,PDG,PDG,85,Verónica Rojas,Verónica del Carmen Rojas Arenas,68,M,Administradora de Empresas,,,veronica.del.carmen.rojas.arenas,veronica_rojas55,,Ex candidata al Consejo Constitucional. Es gerenta en una empresa de corretaje de propiedades.,x,2024;R;San Antonio;X;PDG;6164;5.50|2023;J;Magallanes;X;PDG;2335;2.86|2021;A;El Tabo;X;IND;313;4.49,P,Y,5246,1504952
V,6007,I,PDG,PDG,86,Caroll Meyer,Caroll Salomé Meyer Meyer,47,M,,,,profile.php?id=61581021957602,carollmeyer.diputada,,"Dirigenta, ha sido vicepresidenta de la Confederación Nacional de Trabajadores del Comercio, Servicio y Afines (Conatracops).",x,x,N,Y,5247,1506050
V,6007,I,PDG,PDG,87,Natalia Navarro,Natalia Vanessa Navarro Alday,41,M,Abogada,,,natalia.navarro.673010,natyporvalpo,nataliaxvalpo,"Creadora de la plataforma SolucionaTuCaso. Abogada de la U. Santo Tomás, máster en Mediación de Conflictos. Ha sido asesora legislativa en la Cámara de Diputados.",x,x,N,Y,5248,1505142
V,6007,J,RN,RN,88,Andrés Celis,Andrés Celis Montt,50,H,Egresado de Derecho,,andrescelism,DiputadoCelisMontt,diputadoandrescelis_montt,,Es diputado por el Distrito 7 de Valparaíso. Fue concejal por Viña del Mar. Egresó de Derecho de la U. Adolfo Ibáñez. Comunicador en plataformas digitales.,2018-2025;D;7|2000-2016;C;Viña del Mar,2021;D;7;G;RN;18978;5.32|2017;D;7;G;RN;21285;6.61|2012;C;Viña del Mar;G;RN;6076;6.65|2008;C;Viña del Mar;G;RN;12259;9.65|2004;C;Viña del Mar;G;RN;6872;5.62|2000;M;Viña del Mar;G;RN;2631;1.91,R,Y,5249,1504670
V,6007,J,RN,RN,89,Samira Chahuán,Samira Labibe Chahuán Akle,32,M,Socióloga,,samirachahuan,samira.chahuanakle,samirachahuan,samirachahuan,"Fue directora regional de Fundación Pacto Social y jefa de gabinete de Seremi de Salud en Valparaíso. Socióloga de la U. Andrés Bello, máster en Comunicación y Marketing Político en la U. de Alcalá.",x,x,N,Y,5250,1502316
V,6007,J,IND,RN,90,Leopoldo Moreno,Matías Leopoldo Moreno Contardo,29,H,Abogado,,,matias.moreno.589,leopoldomorenodiputado,,"Ex candidato a concejal de Viña del Mar. Abogado de la U. Adolfo Ibáñez, máster en Administración de Negocios. Ha sido académico universitario y socio en un estadio jurídico.",x,2021;C;Viña del Mar;X;IND;834;0.67,P,Y,5251,1504403
V,6007,J,IND,EVO,91,Carlos Mondaca,Carlos Ignacio Mondaca Matzner,47,H,Periodista,,,MondacaMatzner,carlos.mondaca.matzner,,Periodista y Licenciado en Historia de la U. Adolfo Ibáñez Ha trabajado en comunicaciones en instituciones ligadas al mundo portuario.,x,2024;R;San Antonio;X;IND;9633;8.60,P,Y,5252,1504560
V,6007,J,IND,EVO,92,Jorge Garcés,Jorge Luis Omar Garcés Rojas,71,H,Entrenador de Fútbol,,,profile.php?id=100009112287002,jorge_garces_dt,,"Ex futbolista profesional y director técnico, campeón del fútbol chileno. Fue entrenador de la selección chilena adulta. Ex candidato a concejal por Talca.",x,2021;C;Talca;X;IND;1058;1.52,P,Y,5253,1505491
V,6007,J,IND,EVO,93,Marlén Olivarí,Marlén Andrea Olivarí Mayer,51,M,Modelo y cantante,,,OficialMarlenOlivari,oficialmarlenolivari,,"Modelo y panelista televisiva, ha incursionado en la música como cantante. Fue candidata a alcaldesa de Viña del Mar.",x,2021;A;Viña del Mar;X;IND;1878;1.46,P,Y,5254,1504978
V,6007,J,UDI,UDI,94,Jorge Castro,Jorge Enrique Castro Muñoz,69,H,Técnico en Comercio Exterior,,jorgecastrovalp,jcmdiputado,jorgecastro.m,,"Ex alcalde de Valparaíso, donde también ejerció como concejal.",2008-2016;A;Valparaíso|1992-2008;C;Valparaíso,2024;R;Valparaíso II;X;UDI;11909;6.91|2021;D;7;X;UDI;8722;2.45|2017;D;7;X;UDI;17684;5.49|2016;A;Valparaíso;X;UDI;19443;22.55|2012;A;Valparaíso;G;UDI;40210;46.04|2008;A;Valparaíso;G;UDI;54454;44.98|2004;C;Valparaíso;G;UDI;20351;17.29|2000;M;Valparaíso;G;UDI;35176;25.89|1996;M;Valparaíso;G;IND;8844;6.64|1992;M;Valparaíso;G;UDI;5563;3.78,O,Y,5255,1505347
V,6007,J,UDI,UDI,95,Macarena Urenda,Macarena Urenda Salamanca,71,M,Profesora de Castellano,www.macarenaurenda.cl,,macaurenda,macarenaurenda,,"Ha sido directora de carrera de Relaciones Públicas en Duoc UC Viña. Fue concejala de Viña del Mar, columnista en medios. Ex candidata a la Convención Constitucional. Profesora de Castellano de la U. Católica de Valparaíso.",2008-2020;C;Viña del Mar,2021;V;7;X;UDI;7813;2.36|2016;C;Viña del Mar;G;UDI;4186;5.85|2012;C;Viña del Mar;G;UDI;4905;5.37|2008;C;Viña del Mar;G;IND;7821;6.15,P,Y,5256,1504902
V,6007,J,IND,UDI,96,Hotuiti Teao,Hotuiti Rangi Teao Drago,48,H,Ingeniero Comercial,,hotuititeao,Hotuiti,hotuititeao,,Actual diputado por el Distrito 7 de Valparaíso. Ingeniero Comercial de la U. Mariano Egaña. Ha estado ligado al mundo de las comunicaciones y como empresario en el rubro hotelero.,2022-2025;D;7,2021;D;7;G;IND;16058;4.50|2021;V;7;X;IND;4976;1.50|2013;D;10;X;IND;15872;13.04,R,Y,5257,1504866
V,6007,K,REP,REP,97,Luis Fernando Sánchez,Luis Fernando Sánchez Ossa,37,H,Abogado,,sanchezdiputado,sanchezdiputado,sanchezdiputado,,"Diputado por el Distrito 7 de Valparaíso. Abogado de la U. Adolfo Ibáñez, magíster en Derecho Regulatorio. Fue Fiscal regional de la RM en la Fiscalía del MOP, y ha trabajado como asesor jurídico de empresas.",2022-2025;D;7,2021;D;7;G;REP;16376;4.59,R,Y,5258,1504944
V,6007,K,REP,REP,98,Rafael González,Rafael Andrés González Camus,43,H,Abogado,,,profile.php?id=61565936114535,rgonzalezcamus,,"Ex candidato a alcalde de Valparaíso. Abogado de la U. de Valparaíso, magíster en Derecho Privado. Director de la Corporación La Matriz.",x,2024;A;Valparaíso;X;IND;35717;19.93,P,Y,5259,1504455
V,6007,K,REP,REP,99,Ángela Carrasco,Ángela Eugenia Carrasco Jofré,39,M,Técnica Química Analista e Ingeniera de Ejecución en Gestión de Calidad,,,angela.c.jofre,angela_carrasco_jofre,,"Ex candidata a concejala por Valparaíso. Técnica en Química Analítica e Ingeniera de Ejecución en Gestión de Calidad de la UTFSM, licenciada en Seguridad y Defensa en la ANEPE. Magíster en Gestión Empresarial.",x,2024;C;Valparaíso;X;REP;3563;2.29,P,Y,5260,1505463
V,6007,K,IND,REP,100,Sebastián Zamora,Sebastián Nicolás Zamora Soto,27,H,Administrador Público,,,profile.php?id=61577829824765,cabozamora,,"Ex carabinero, ha trabajado como asesor administrativo de la diputada Chiara Barchiesi.",x,x,N,Y,5261,1504387
V,6007,K,IND,PNL,101,Jaime Morales,Jaime Andrés Morales Otárola,41,H,,,,JamesHarper0084,jaime.morales.o,,Consultor de la Red Federal de Turismo Argentina. Posee estudios de Derecho en la U. de Viña del Mar.,x,x,N,Y,5262,1504647
V,6007,K,PNL,PNL,102,Pedro Schwedelbach,Pedro Rodolfo Schwedelbach Puga,42,H,Técnico Mecánico de Equipos de Aeronaves,,PedroPatriota77,Schwedelbach,pedro_libertario,schwedelbachlibertario,"Fue candidato al Consejo Constitucional. Ha trabajado en administración, estudios de Ingeniería en Gestión Industrial en la UTFSM.",x,2023;J;Valparaíso;X;REP;27925;2.59|2021;R;San Antonio;X;REP;2122;3.04,P,Y,5263,1504928
V,6007,K,PNL,PNL,103,Alejandra Carrasco,Alejandra Victoria Carrasco Pérez,48,M,Periodista,alejandracarrascoperez.cl,,profile.php?id=61579878622142,alejandra_carrasco_valparaiso,,"Ha trabajado en medios de comunicación y agencias, además de universidades y fundaciones.",x,x,N,Y,5264,1504213
V,6007,K,PSC,PSC,104,Bárbara Vera,Bárbara Andrea Vera Sepúlveda,51,M,Secretaria Ejecutiva,,,barbaraverad7,barbaraverad7,,Orientadora familiar con mención en Recursos Humanos. Entrenadora de vóleibol.,x,2021;D;7;X;PDG;3921;1.10,O,Y,5265,1505025
V,6007,K,PSC,PSC,105,Juan Alberto Sepúlveda,Juan Alberto Sepúlveda Quezada,75,H,,,,juan.a.quezada.984,sepulvedjuanalberto,,"Locutor de radio, ha trabajado en el medio regional Radio Festival.",x,2024;R;Valparaíso I;X;IND;6776;2.74,P,Y,5266,1505701
RM,6008,B,IND,AH,51,César Leiva,César Camilo Leiva Rubio,33,H,Publicista,,cesarleivarubio,Cesarleivarubio,leivaces,cesarleivarubio,"Publicista, magíster en Comunicación. Académico en la U. de Santiago. Fue estratega digital en el Ministerio de Medio Ambiente y jefe de redes sociales en Contraloría General de Chile.",x,2021;D;8;X;IND;34772;7.40,O,Y,5267,1505519
RM,6008,B,IND,AH,52,Carlos Astudillo,Carlos Javier Astudillo Ulloa,30,H,Administrador Público y Cientista Político,,castudillo_u,carlos.astudillo.ulloa.2025,carlosastudillou,,Administrador Público y Cientista Político de la U. de Talca. Asesor de la senadora Fabiola Campillai.,x,x,N,Y,5268,1504538
RM,6008,B,AH,AH,53,Javier Ibarra,Javier Alejandro Ibarra Reyes,40,H,Ingeniero Agrónomo,,,javieribarrar,javier_ibarra_reyes,,Ex candidato a concejal por Pudahuel. Activista por la educación ambiental. Es Ingeniero Agrónomo de la U. de Concepción.,x,2024;C;Pudahuel;X;AH;1347;1.16,P,Y,5269,1505871
RM,6008,B,FRVS,FRVS,54,Guillermo Flores,Guillermo Domingo Flores Contreras,67,H,Orientador Deportivo,,,GuillermoFloresCon,guilleflorescon,,"Ex concejal de Estación Central, incluyendo tres periodos consecutivos. Fue candidato a alcalde por la comuna.",2012-2024;C;Estación Central|2004-2008;C;Estación Central,2024;A;Estación Central;X;IND;10976;13.15|2021;C;Estación Central;G;PPD;3148;6.88|2016;C;Estación Central;G;PPD;1795;5.88|2012;C;Estación Central;G;PPD;2016;4.62|2008;A;Estación Central;X;IND;6734;11.40|2004;C;Estación Central;G;IND;3259;5.43,P,Y,5270,1504362
RM,6008,B,FRVS,FRVS,55,Christian Vittori,Christian Manuel Vittori Muñoz,59,H,Profesor de Ciencias y Administrador Público,,,ChristianVittori2024,vittoridiputado,,"Ex alcalde de Maipú, también fue concejal en la comuna. Profesor de Estado de la U de Los Lagos, magíster en Gerencia Pública. Presidió la Asociación Chilena de Municipalidades.",2012-2016;A;Maipú|2008-2012;C;Maipú,2024;A;Maipú;X;IND;18443;5.67|2016;A;Maipú;X;IND;30615;31.45|2012;A;Maipú;G;DC;60746;53.26|2008;C;Maipú;G;DC;5154;4.08,P,Y,5271,1505911
RM,6008,B,FRVS,FRVS,56,David Quezada,David Gabriel Quezada Gómez,41,H,,,,davidquezada.cl,davidquezada.cl,,Ex candidato a Core por Santiago I. Director en el organismo de ayuda comunitaria Aldea Social.,x,2024;R;Santiago I;X;FRVS;5690;1.46,P,Y,5272,1506383
RM,6008,B,IND,FRVS,57,Erica Velásquez,Erica Adriana Velásquez Montenegro,56,M,Ingeniera Comercial,,,,ericavelasquez.diputada,,Es activista por los derechos de los animales.,x,x,N,Y,5273,1506617
RM,6008,B,IND,FRVS,58,Jaime Cayuqueo,Jaime Rudy Cayuqueo Zambrano,59,H,,,,longko.cayuqueo.2025,,,"Ex candidato a concejal por Lampa. Ha sido dirigente mapuche, presidente de la Asociación Mapuche Winkulhue.",x,2024;C;Lampa;X;IND;217;0.40|2016;C;Lampa;X;PRO;76;0.47|2012;C;Lampa;X;PRO;131;0.71,P,Y,5274,1505752
RM,6008,C,PR,PR,59,Rubén Oyarzo,Rubén Darío Oyarzo Figueroa,44,H,Ingeniero Comercial y Contador Auditor ,,rubenoyarzof,Diputadorubenpdg,ruben_oyarzof,diputadorubenoyarzo,Actual diputado por el Distrito 8 de la RM. Ingeniero Comercial de la U. del Pacífico y contador de la U. Iberoamericana. Magíster en Dirección de empresas.,2022-2025;D;8,2021;D;8;G;PDG;6953;1.48,R,Y,5275,1505705
RM,6008,C,PL,PL,60,Viviana Delgado,Viviana Soledad Delgado Riquelme,52,M,Técnica en Ventas,,,VivianaDelgadoDiputada,vivianadelgadodiputada,,Actual diputada por el Distrito 8 de la RM. Técnica en ventas de profesión. Se ha desarrollado como dirigente social y activista medioambiental.,2022-2025;D;8,2021;D;8;G;PEV;20140;4.28|2021;A;Maipú;X;IND;39456;20.48|2020;Z;Maipú;N;IND;1934;76.14,R,Y,5276,1504646
RM,6008,C,PL,PL,61,Cristopher Valdivia,Cristopher Andrés Valdivia Olate,34,H,Contador Auditor,,CrisValdiviaO,CristopherValdiviaDiputado,cristophervaldivia_diputado,,"Creador de la Fundación Nos Hacemos Cargo para la recuperación de espacios públicos. Contador Auditor de la U. Andrés Bello, máster en la U. Europea de Madrid.",x,2024;R;Santiago III;X;PL;15035;4.00,P,Y,5277,1506597
