reg,zona,pacto,partido,cupo,orden,nombre,nombre_full,edad,sexo,profesion,web,x,facebook,instagram,tiktok,texto,cargos,elecciones,tag,foto,id_foto,patrimonio
RM,6012,D,IND,PH,71,Paula Ocares,Paula Andrea Ocares Cerda,51,M,,,,paula.ocares,paulaocares.d12,,"Productora artística, es activista en defensa de los DD.HH.",x,x,N,Y,5507,1505988
RM,6012,D,IND,PH,72,Dominique Muñoz,Dominique Goretti Muñoz Venegas,31,M,Psicóloga,,,,ladomipsico,,"Ex candidata a concejala por Puente Alto. Psicóloga de la U. de las Américas, es presidenta de la Fundación Inclusión TEA.",x,2024;C;Puente Alto;X;IND;3199;1.17,P,Y,5508,1505633
RM,6012,D,PH,PH,73,Catalina Valenzuela,Catalina Valeska Valenzuela Maureira,48,M,Consultora Social y Ambiental,,catalareina,catalina.valenzuela.180,cata.valenzuela,,"Activista feminista y de causas sociales, ha sido bombera. Ex presidenta nacional del Partido Humanista.",x,2024;G;Metropolitana;X;PH;257630;6.04|2021;D;11;X;PH;3246;0.79|2021;A;Las Condes;X;PH;5438;3.69|2017;D;23;X;PH;1560;0.69|2016;A;La Reina;X;PH;1210;3.73|2013;D;23;X;PH;6263;2.78|2008;C;Peñaflor;X;PH;172;0.60,O,Y,5509,1506412
RM,6012,G,AVP,AVP,74,Patricia Toledo,Patricia del Pilar Toledo Jerez,61,M,,,,,,,Ex candidata a concejala por Ñuñoa. Ha trabajado como auxiliar en Cesfam de Macul.,x,2024;C;Ñuñoa;X;AVP;524;0.37,P,N,5510,1505170
RM,6012,G,AVP,AVP,75,Sebastián Rodríguez,Sebastián Ignacio Rodríguez Cortés,21,H,,,,,,,,x,x,N,N,5511,1506458
RM,6012,G,AVP,AVP,76,Andrés Jara,Andrés Teodoro Jara Pérez,47,H,Periodista,,,,,,Ex candidato a concejal en La Cisterna. Ha sido asistente de la concejal Claudia Ramírez en Santiago. Se ha desempeñado como asesor comunicacional.,x,2024;C;La Cisterna;X;AVP;912;1.78,P,Y,5512,1505890
RM,6012,G,AVP,AVP,77,Nicolás Farnet,Nicolás Patricio Farnet Toledo,27,H,Diseñador Gráfico,,,,,,"Diseñador gráfico del Inacap, ha trabajado en la Corporación de Desarrollo Social de Macul.",x,x,N,Y,5513,1505215
RM,6012,G,AVP,AVP,78,Darlyng Fuentes,Darlyng Dayane Fuentes Gómez,31,M,Contadora Auditora,,,,,,Ex candidata a concejala en Curacaví. Es Contadora Auditora del Duoc UC.,x,2024;C;Curacaví;X;AVP;420;1.86,P,N,5514,1505628
RM,6012,G,AVP,AVP,79,Valentina Castillo,Valentina Ignacia Castillo Reyes,22,M,Secretaria Ejecutiva,,,,,,,x,x,N,N,5515,1505214
RM,6012,G,AVP,AVP,80,Vania Neculqueo,Vania Andrea Neculqueo Saavedra,43,M,Asistente Social,,,,vaniadistrito12,vania.diputada.di,Ex candidata a concejala por La Florida y primera vicepresidenta del partido Alianza Verde Popular.,x,2024;C;La Florida;X;AVP;1717;0.84,P,Y,5516,1505349
RM,6012,I,PDG,PDG,81,Pamela Jiles,Pamela Jiles Moreno,64,M,Periodista,,,pamelajilesmoreno,pamelajilesdiputada,,"Actual diputada por el Distrito 12 de la RM. Periodista de la U. Católica. Trabajó en diversos medios de comunicación, especialmente en televisión.",2018-2025;D;12,2021;D;12;G;PH;77593;19.79|2017;D;12;G;PH;45222;12.96|2009;D;45;X;IND;11185;9.85,R,Y,5517,1504099
RM,6012,I,PDG,PDG,82,Pablo Maltés,Pablo Antonio Maltés Biskupovic,67,H,Periodista,,Pablo_Maltes,,,,Periodista. Fue jefe de gabinete de Pamela Jiles. Ex candidato a gobernador en la RM y a alcalde de La Pintana.,x,2024;A;La Pintana;X;IND;9879;9.91|2021;D;9;X;PH;16153;4.84|2021;G;Metropolitana;X;PH;274639;10.66,O,Y,5518,1505042
RM,6012,I,PDG,PDG,83,Zandra Parisi,Zandra Esther Parisi Fernández,61,M,Educadora de Párvulos,,,profile.php?id=1225938814,zandraparisi_,,"Ha sido candidata a diputada y a concejala por Peñalolén. Empresaria en ámbitos como la educación, salud e inversiones.",x,2017;D;26;X;DRP;1169;0.85|2012;C;Peñalolén;X;UDI;1216;2.03,O,Y,5519,1504408
RM,6012,I,PDG,PDG,84,Luis Eduardo Molina,Luis Eduardo Molina Castillo,41,H,Ingeniero de Ejecución en Administración de Empresas,,,,,,,x,x,N,Y,5520,1506373
RM,6012,I,PDG,PDG,85,Leonardo Maturana,Leonardo Javier Maturana Vergara,48,H,,,,leonardo.j.vergara,leo.maturana_d12,,,x,x,N,Y,5521,576547
RM,6012,I,PDG,PDG,86,Hernán Álvarez,Hernán Jonathan Álvarez Vargas,43,H,Administrador de Empresas,,,hernanalvarezcandidatoadiputadoD12,hernanalvarezcdiputado_d12,hernan_alvarezd12,,x,x,N,Y,5522,1506240
RM,6012,I,PDG,PDG,87,Jorge Chávez,Jorge Marcelo Chávez Arévalo,46,H,Técnico Jurídico,,,concejal.padrehurtado,,,"Ex candidato a concejal por Padre Hurtado. Es Técnico Jurídico del CIDEC Talca, se ha desempeñado como asesor jurídico.",x,2016;C;Padre Hurtado;X;IND;52;0.38,P,Y,5523,1506571
RM,6012,J,RN,RN,88,Ximena Ossandón,María Ximena Ossandón Irarrázabal,61,M,Profesora de Inglés,xodiputada.cl,nonaossandon,ximenaossandonpersonal,ximenaossandon.oficial,,Es diputada por el Distrito 12 de la RM. Profesora de Inglés de la U. Católica. Fue vicepresidenta de la Junji en 2010 y ex concejala de Las Condes.,2018-2025;D;12|2008-2012;C;Las Condes,2021;D;12;G;RN;40931;10.44|2017;D;12;G;RN;52484;15.05|2013;D;26;X;RN;16963;11.82|2008;C;Las Condes;G;IND;5225;4.75,R,Y,5524,1504887
RM,6012,J,IND,RN,89,Paola Romero,Paola Romero Llanos,55,M,Abogada,,,,paolaromero_candidata,,"Ha sido presidenta de la junta de vecinos Alto Macul. Abogada de la U. de las Américas, especializada en derecho de familia. Ex candidata a la Convención Constitucional y a alcaldesa de La Florida.",x,2024;A;La Florida;X;IND;22293;9.42|2021;V;12;X;IND;4752;1.28,P,Y,5525,1503469
RM,6012,J,RN,RN,90,Hugo Estrella,Hugo Daniel Estrella Muñoz,57,H,,,,,hugodanielestrellamunoz,hugodanielstar,"Dirigente social, ha sido director de la ONG Chile.",x,2024;C;La Florida;X;RN;1900;0.92,P,Y,5526,1504957
RM,6012,J,IND,UDI,91,Paz Ortúzar,Paz Cecilia Ortúzar Fuenzalida,44,M,Abogada,,,pazortuzarfuenzalida,pazortuzarfuenzalida,,"Abogada de la U. de las Américas, magíster en Derecho Público.",x,x,N,Y,5527,1506638
RM,6012,J,IND,UDI,92,Claudia Rasso,Claudia Odilia Patricia Dolores Rasso Socías,72,M,Contadora Auditora,,,profile.php?id=61579914482767,claudiarasso.d12,,Contadora Auditora de la U. de Santiago. Es socia fundadora de un laboratorio de cosmética.,x,x,N,Y,5528,1505022
RM,6012,J,UDI,UDI,93,Aníbal Pinto,Aníbal Pinto Ferrada,51,H,Abogado,,,profile.php?id=61578072057962,anibalpintof,,Abogado de la U. de Los Andes. Ha sido director ejecutivo de la ONG Acción Emprendedora.,x,x,N,Y,5529,1505725
RM,6012,J,DEM,DEM,94,Johana Concha,Johana Ximena Concha Ortiz,43,M,,www.johanaconchadiputada.cl,,Johanaconchadiputada,johana.concha.ortiz,,Emprendedora en la comuna de Pirque.,x,x,N,Y,5530,1504920
RM,6012,J,DEM,DEM,95,Jonathan Barrera,Jonathan Enrique Barrera Guajardo,43,H,Administrador de Empresas,,,profile.php?id=61580731239184,jonathanpanterabarrera,,"Atleta, ha participado en triatlones internacionales. Administrador Público de la U. de las Américas. Ex candidato a consejero regional.",x,2024;R;Cordillera;X;IND;17247;5.73,P,Y,5531,1506290
RM,6012,K,PSC,PSC,96,Judith Marín,Judith Makarena Marín Morales,29,M,Profesora de Castellano y Filosofía,,Judith_Marinm,judithmarinm,judithmarin_m,,"Ex concejala de San Ramón, es secretaria general del Partido Social Cristiano.",2021-2024;C;San Ramón,2024;C;San Ramón;X;PSC;1841;3.83|2021;C;San Ramón;G;RN;949;3.09,P,Y,5532,1505886
RM,6012,K,PSC,PSC,97,Elein Ossandón,Elein Fernanda Ossandón Manrique,31,M,Técnica en Enfermería,,,,elein_ossandon,,Ex candidata a alcaldesa de Puente Alto. Técnica en Enfermería del IP AIEP. Ha sido secretaria regional RM del PSC.,x,2024;A;Puente Alto;X;PSC;16598;4.97,P,Y,5533,1505516
RM,6012,K,PSC,PSC,98,Kevin Valenzuela,Kevin Roger Valenzuela Arroyo,30,H,Licenciado en Derecho y Administrador de Empresas,kevinvalenzuela.cl,,,kevinrogerv,kevinrogerv,"Emprendedor, es fundador y director ejecutivo de la editorial cristiana Apolos.",x,x,N,Y,5534,1504100
RM,6012,K,PNL,PNL,99,Camille Sigl,Camille Sigl Fuentes,38,M,,,camille_sigl,,camsigl,,Empresaria. Vicepresidenta del Partido Nacional Libertario. Estudió ingeniería en la U. Mayor.,x,x,N,Y,5535,1504121
RM,6012,K,PNL,PNL,100,Isabel Sáez,María Isabel Sáez Vila,42,M,Abogada,,,profile.php?id=61575350223026,isabel_saez_vila,,Abogada de la U. Católica.,x,x,N,Y,5536,1505452
RM,6012,K,PNL,PNL,101,Andrés Arce,Andrés Fernando Arce Bustos,52,H,,,,andres.arce.5623,andres_arce_cand_diputado_d12,,Empresario del rubro gastronómico y del entretenimiento. Estudios en Agronomía en la U. Mayor y de Gastronomía en el Inacap.,x,x,N,Y,5537,1505710
RM,6012,K,REP,REP,102,Macarena Santelices,Macarena Santelices Cañas,47,M,Periodista,,,macasantelicesgobernadora,maca_santelices,,"Fue ministra de la Mujer en 2020. Ex alcaldesa de Olmué, fue candidata a gobernadora de la RM. Ha trabajado en televisión como periodista.",2020-2020;M;Mujer|2012-2019;A;Olmué|2008-2012;C;Olmué,2024;G;Metropolitana;X;IND;415288;9.74|2016;A;Olmué;G;UDI;3710;47.93|2012;A;Olmué;G;IND;3921;52.56|2008;C;Olmué;G;IND;639;8.69,P,Y,5538,1504025
RM,6012,K,REP,REP,103,Álvaro Carter,Álvaro Jorge Carter Fernández,45,H,Diseñador Industrial,,,AlvaroCarterDiputado,alvaro_carter_fernandez,,Es diputado por el Distrito 12 de la RM. Diseñador Industrial de la U. Andrés Bello.,2018-2025;D;12,2021;D;12;G;IND;31096;7.93|2017;D;12;G;IND;27491;7.88,R,Y,5539,1504853
RM,6013,B,IND,FRVS,51,José Silva,José Silva Díaz,57,H,Abogado,,,profile.php?id=100086272825299,josesilva_diaz,,"Ex candidato a alcalde en Lo Espejo. Abogado de la U. Autónoma, se desempeña en el MOP.",x,2024;A;Lo Espejo;X;IND;12039;20.01|2021;A;Lo Espejo;X;IND;5062;13.91,P,Y,5540,1506399
RM,6013,B,IND,FRVS,52,Sebastián Vega,Eduardo Sebastián Vega Umatino,47,H,Prevencionista de Riesgos,,,SebastianVegaAlcalde,sebastianvegaumatino,sebastianvega.distrito13,"Ex concejal de El Bosque en tres períodos, fue candidato a alcalde en la misma comuna.",2008-2020;C;El Bosque,2024;A;El Bosque;X;IND;20584;20.80|2021;A;El Bosque;X;IND;9138;17.50|2016;C;El Bosque;G;DC;1727;5.89|2012;C;El Bosque;G;DC;3387;8.71|2008;C;El Bosque;G;DC;3515;5.83,P,Y,5541,1506377
RM,6013,B,IND,FRVS,53,Roxana Riquelme,Roxana Riquelme Tabach,54,M,Técnica en Programación Computacional,,,profile.php?id=61551939414913,roxanariquelmetabach,roxanariquelmetabach,"Ex concejala de San Ramón, fue candidata a alcaldesa en la misma comuna. Activista animalista.",2012-2024;C;San Ramón,2024;A;San Ramón;X;IND;12293;21.74|2021;C;San Ramón;G;PS;2356;7.67|2016;C;San Ramón;G;PS;2592;12.07|2012;C;San Ramón;G;PS;1351;4.70,P,Y,5542,1506371
RM,6013,B,IND,FRVS,54,Matías Freire,Matías Alejandro Freire Vallejos,45,H,Abogado y Profesor de Historia y Geografía,,,,freire.matias,,"Ex concejal de San Miguel, donde postuló como alcalde. Abogado de la U. Central y Licenciado en Historia en la U. de Chile.",2016-2021;C;San Miguel,2024;A;San Miguel;X;IND;16173;20.74|2021;A;San Miguel;X;IND;10127;21.93|2016;C;San Miguel;G;IND;1363;5.55|2013;D;28;X;PH;2754;2.12|2012;C;San Miguel;X;PH;782;2.45,O,Y,5543,1505827
RM,6013,B,IND,AH,55,Percy Campos,Percy Robert Campos Coronel,51,H,Médico Cirujano,percyrobertcampos.cl,DipCampos2025,diputado.percy.campos.coronel,diputadocampos2025,diputadocampos2025,Médico de la U. de Chile,x,x,N,Y,5544,1506391
RM,6013,C,PC,PC,56,Lorena Pizarro,Lorena Soledad Pizarro Sierra,59,M,Educadora de Párvulos,,,LorenaPizarroSierraDiputada13,lorenapizarrosierra,,Actual diputada por el Distrito 13 de la RM. Presidenta de la Agrupación de Familiares de Detenidos Desaparecidos. Educadora de Párvulos de la U. Católica Raúl Silva Henríquez.,2022-2025;D;13,2021;D;13;G;PC;20858;8.71|2017;D;8;X;PC;12137;2.86|2013;D;20;X;PC;31351;12.78,R,Y,5545,1505540
RM,6013,C,FA,FA,57,Gael Yeomans,Gael Fernanda Yeomans Araya,36,M,Abogada,,,gaeldiputada,gaelyeomans,gaelyeomans,Actual diputada por el Distrito 13 de la RM. Abogada de la U. de Chile.,2018-2025;D;13,2021;D;13;G;CS;31440;13.12|2017;D;13;G;RD;13721;5.60,R,Y,5546,1505596
RM,6013,C,PPD,PPD,58,Cristóbal Barra,Cristóbal Ignacio Barra Catalán,28,H,Licenciado en Filosofía,,cbarracatalan,cbarracatalan,cbarracatalan,,Primer vicepresidente nacional del PPD. Es Licenciado en Filosofía de la U. de Chile.,x,x,N,Y,5547,1505732
RM,6013,C,DC,DC,59,Renata Vásquez,Renata Verónica Vásquez Aldunce,25,M,Cientista Política,,renatavasquez20,renatavasquez2021,renatavasquez.diputada,,Presidenta de la Juventud DC. Politóloga de la U. Diego Portales.,X,2021;C;El Bosque;X;DC;754;1.49,P,Y,5548,1505730
RM,6013,C,PR,PR,60,Elizabeth Zúñiga,Elizabeth Patricia Zúñiga Cruz,36,M,,,,elizabethpatricia.zunigacruz,elizabethxeldistrito13,,Ex candidata a concejala en San Ramón y Padre Hurtado.,x,2024;C;San Ramón;X;PR;1241;2.58|2021;C;Padre Hurtado;X;IND;1067;4.91,P,Y,5549,1504396
RM,6013,C,PS,PS,61,Daniel Melo,Daniel Alexander Melo Contreras,46,H,Sociólogo,,danielmelochile,danielmeloc,danielmelodiputado,,"Actual diputado por el Distrito 13 de la RM. Sociólogo de la U. Arcis, magíster en Asentamientos Humanos y Medio Ambiente. Fue presidente nacional de la Juventud Socialista de Chile.",2014-2018;D;27,2021;D;13;G;PS;12016;5.02|2017;D;13;X;PS;17969;7.33|2013;D;27;G;PS;34201;25.18|2009;D;27;X;PS;25731;17.18,R,Y,5550,1503242
RM,6013,D,IND,PH,62,Jorge Muñoz,Jorge Cristián Muñoz Reyes,41,H,Músico,,,,,,"Compositor y escritor, secretario general del Movimiento Avanzar. Fundador de Crea por Chile. Fue candidato a la Convención Constitucional.",x,2024;R;Santiago VI;X;IND;10991;2.56|2021;R;Maipo;X;UPA;796;0.53|2021;V;13;X;UPA;433;0.19|2017;R;Santiago VI;X;IND;3185;1.15|2016;C;El Bosque;X;IND;571;1.95,P,Y,5551,1504016
RM,6013,D,PH,PH,63,Fernando Vilches,Fernando Israel Vilches Céspedes,61,H,Técnico en Alimentos,,,fernando.israel.vilches.cespedes,fernandovilchesc,,Ex candidato a consejero regional. Presidente de la Fundación Rakizuamnge.,x,2021;R;Santiago VI;X;IND;1428;0.51,P,Y,5552,1505206
RM,6013,D,IND,PH,64,Gazzi Jacob,Gazzi Andrés Jacob Núñez,36,H,Ingeniero Comercial,,,profile.php?id=61580670597097,gazzijacob.oficial,,,x,x,N,Y,5553,1504173
RM,6013,D,IND,PH,65,Marisela Petersen,Marisela del Pilar Petersen Basáez,35,M,,,,profile.php?id=61580611347596,mariselapetersendiputada,,Activista por el autismo y la discapacidad.,x,x,N,Y,5554,1506009
RM,6013,F,PTR,PTR,66,Juan Gamboa,Juan Francisco Gamboa Higuera,43,H,Profesor de Filosofía,,,juan.valenzuela.5496,juan_filu,,"Es profesor de filosofía, magíster en Hábitat Residencial. Ha trabajado como docente en colegios. Ha sido parte de la directiva del PTR.",x,x,N,Y,5555,1506244
RM,6013,F,PTR,PTR,67,María Isabel Martínez,María Isabel Margarita Martínez Lizama,56,M,Profesora de Historia y Geografía,,,,mariaisabelmartinez__,,Ex dirigenta del Colegio de Profesores. Ha sido candidata a diputada y para la Convención Constitucional. Es Profesora de Historia y Geografía de la UMCE.,x,2021;D;12;X;PTR;592;0.15|2021;V;8;X;PTR;651;0.14,O,Y,5556,1506555
RM,6013,F,PTR,PTR,68,Camila Burgos,Camila Paz Burgos González,36,M,Profesora de Castellano y Comunicación,,,,camila.burgosg,,Ha trabajado como docente en El Bosque.,x,x,N,Y,5557,1506682
RM,6013,G,AVP,AVP,69,Paola Martínez,Paola Joyce Martínez Sandoval,50,M,Trabajadora Social,,,,,,Ex candidata a concejala por La Cisterna.,x,2024;C;La Cisterna;X;AVP;1075;2.09,P,Y,5558,1505050
RM,6013,G,AVP,AVP,70,Pedro Valenzuela,Pedro Alejandro Valenzuela Yáñez,68,H,Periodista,,,,,,Fue candidato a concejal en San Miguel.,x,2024;C;San Miguel;X;AVP;753;1.05,P,N,5559,1506005
RM,6013,I,PDG,PDG,71,Cristian Seguel,Cristian Arturo Seguel Olivos,50,H,Técnico en Electrónica,,,caso1975,cristiansegueldiputado,,"Emprendedor, se ha desarrollado en el campo de la construcción y mantenimiento.",x,x,N,Y,5560,1506690
RM,6013,I,PDG,PDG,72,Marcelo Olivares,Marcelo Andrés Olivares Figueroa,46,H,Profesor de Educación Básica,,,profile.php?id=61567909138275,pdg_distrito13,,Estudió pedagogía general básica en la U. Arturo Prat de Santiago. Se ha desempeñado como profesor escolar. Ex candidato a la alcaldía de El Bosque.,x,2024;C;El Bosque;X;PDG;4416;5.22|2021;D;13;X;PEV;2116;0.88|2021;A;El Bosque;X;PEV;3975;7.61|2017;R;Santiago VI;X;PEV;12964;4.67|2016;A;El Bosque;X;PEV;3078;10.04,O,Y,5561,1506221
RM,6013,I,PDG,PDG,73,Alexander Rojas,Alexander Rodolfo Rojas Villarroel,45,H,Administrador de Empresas,,,,,,,x,x,N,Y,5562,1506173
RM,6013,I,PDG,PDG,74,Erika Lizama,Erika Maribel Lizama Fuentes,47,M,Psicóloga,,,erika.lizama.411710,erika_lizama_fuentes,,Psicóloga de la U. Autónoma.,x,x,N,Y,5563,1505968
RM,6013,I,PDG,PDG,75,Nelson Álvarez,Nelson David Álvarez Galleguillos,58,H,,,,,,,Ex candidato a diputado por el Distrito 18 del Maule.,x,2021;D;18;X;REP;2224;1.89,O,Y,5564,1506138
RM,6013,I,PDG,PDG,76,Noemí Lapostol,Noemí Muriel Lapostol Jara,30,M,Técnica en Prevención de Riesgos,,,,,,,x,x,N,Y,5565,1506237
RM,6013,J,RN,RN,77,Eduardo Durán,Eduardo Durán Salinas,53,H,Ingeniero Civil de Obras Civiles,,,eduardo.d.salinas.5,diputadoeduardoduran,,"Actual diputado por el Distrito 13 de la RM y ex gobernador de Ñuble. Ingeniero Civil de la U. de Santiago, Máster of Business Administration en la Tulane University (EE.UU.).",2010-2014;G;Ñuble|2018-2022;D;13,2021;D;13;G;RN;14574;6.08|2017;D;13;G;RN;19744;8.06|2009;D;45;X;RN;10006;8.81,R,Y,5566,1505583
RM,6013,J,RN,RN,78,Susan Atuán,Susan Sol Atuán Salcedo,42,M,,,,susanatuan,susanatuan,susanatuan,Ex candidata a concejal por San Miguel. Ha sido jefa de gabinete en la Seremi del Trabajo RM. Coordinadora territorial en la Municipalidad de Lo Barnechea.,x,2024;C;San Miguel;X;RN;2291;3.21|2021;C;San Miguel;X;RN;761;1.70,P,Y,5567,1504792
RM,6013,J,IND,EVO,79,Macarena Venegas,Macarena Venegas Tassara,50,M,Abogada,,,,maca_venegas_,,"Conductora de televisión. Es abogada de la U. Católica, con máster en Derecho de Familia y en Políticas Públicas. Fue candidata a la Convención Constitucional.",x,2021;V;12;X;IND;17480;4.70,P,Y,5568,1504672
RM,6013,J,EVO,EVO,80,Daniel Coronado,Daniel Alexis Coronado Coronado,35,H,Técnico de Nivel Superior en Enfermería,,coronawis,danielcoronado.cl,danielcoronado.cl,,"Ex candidato a consejero regional. Técnico de Nivel Superior en Enfermería del CFT CENCO, dedicado a casos oncológicos.",x,2024;R;Santiago VI;X;IND;13661;3.18,P,Y,5569,1503380
RM,6013,J,UDI,UDI,81,Claudia Lange,Claudia Lange Farías,52,M,Secretaria Ejecutiva,,,profile.php?id=61580146239998,claudialange.diputada,,Ex concejala de San Ramón en tres períodos. Ha trabajado en varios municipios de la RM.,2004-2016;C;San Ramón,2021;C;San Ramón;X;UDI;982;3.20|2017;D;12;X;UDI;2868;0.82|2016;A;San Ramón;X;UDI;5386;24.26|2012;C;San Ramón;G;UDI;2138;7.43|2008;C;San Ramón;G;PRI;2362;6.12|2004;C;San Ramón;G;IND;4068;9.86,O,Y,5570,1506051
RM,6013,J,UDI,UDI,82,Cristhian Moreira,Cristhian Moreira Barros,64,H,Corredor de propiedades,,,moreiradiputado,cristhian_moreira_diputado,,Es diputado por el Distrito 13 de la RM. Fue concejal de San Ramón y de La Cisterna. Previamente se había dedicado al corretaje de propiedades.,2018-2025;D;13|2008-2012;C;La Cisterna|2004-2008;C;San Ramón,2021;D;13;G;UDI;16593;6.93|2017;D;13;G;UDI;18125;7.40|2013;R;Santiago VI;X;UDI;30373;10.37|2012;A;La Cisterna;X;UDI;9124;31.53|2008;C;La Cisterna;G;UDI;6718;17.22|2004;C;San Ramón;G;UDI;4413;10.70,R,Y,5571,1504526
RM,6013,K,REP,REP,83,Felipe Ross,Felipe Ross Correa,39,H,Abogado,,feliperossc,felipeross.cl,felipeross.cl,,"Ex concejal de Vitacura. Abogado de la U. de Los Andes, magíster en Gestión y Políticas Públicas.",2021-2024;C;Vitacura,2024;A;El Bosque;X;REP;29103;29.41|2021;C;Vitacura;G;REP;5118;9.35,P,Y,5572,1504155
RM,6013,K,REP,REP,84,Valentina Becerra,Valentina Juliet Becerra Peña,31,M,Fonoaudióloga,valebecerra.cl,Valejuliets,valentinajulietbp,valebecerra.cl,,Fundadora de la Fundación Sangre Verde. Fonoaudióloga de la U. Autónoma.,x,x,N,Y,5573,1504315
RM,6013,K,PNL,PNL,85,Taryn Coopman,Taryn Caroline Coopman Palavicino,50,M,Periodista,,taryncoopman,Taryn.Coopman.Palavicino,taryncoopman,,"Jefa de comunicaciones del Partido Nacional Libertario. Periodista de la U. La República, magíster en Pensamiento Político.",x,x,N,Y,5574,1504796
RM,6013,K,PNL,PNL,86,Oscar Calfileo,Oscar Alejandro Calfileo Castro,44,H,Ingeniero en Construcción,,,masquevencedorsoy,oscar_calfileo,,Fundador del movimiento Chile Te Necesita. Activista social-evangélico. Ingeniero en Construcción de la U. Central.,x,x,N,Y,5575,1503993
RM,6013,K,PSC,PSC,87,Cristian Vivian,Cristian Alejandro Vivian Troncoso,45,H,Ingeniero en Gestión de Empresas,cristianvivian.cl,,profile.php?id=100081437293910,cviviant,cviviant,"Ex candidato a consejero regional, fundó el colectivo Fuerza de la Muchedumbre. Director de la Fundación Tus Pasos. Ingeniero en Gestión de Empresas del IP La Araucana.",x,2024;R;Santiago VI;X;IND;20783;4.84,P,Y,5576,1504143
RM,6013,K,IND,PSC,88,Daniel Tapia,Daniel Jesús Tapia Mella,61,H,General (R) de Carabineros,,,jorge.marco7923,graldanieltapia,gral.daniel.tapia,"General (R) de Carabineros, fue Director de Investigación Criminal. ",x,x,N,Y,5577,1504717
RM,6014,B,FRVS,FRVS,51,Pilar Farfán,Pilar Farfán Villagra,62,M,Secretaria Ejecutiva y Fitoterapeuta,,,,pilar_farfan,,Fitoterapeuta y dirigenta social deportiva. ,x,2024;C;La Cisterna;X;FRVS;386;0.75|2021;D;13;X;FRVS;2744;1.15|2021;C;La Cisterna;X;FRVS;463;1.37,O,Y,5578,1506090
RM,6014,B,FRVS,FRVS,52,Evelyn Bastías,Evelyn Paola Bastías Araya,40,M,,,,,,,,x,x,N,N,5579,1505812
RM,6014,B,IND,FRVS,53,Daniel Domínguez,Daniel Domínguez González,53,H,Técnico en Construcción,,,DanielDominguezDip14,danieldominguezdip14,daniel_dominguez_g,"Ex concejal de Melipilla, fue candidato a alcalde en la misma comuna. Técnico en Construcción de INACAP.",2016-2024;C;Melipilla,2024;A;Melipilla;X;IND;11055;13.35|2021;C;Melipilla;G;DC;1573;4.82|2016;C;Melipilla;G;DC;1308;4.66|2012;C;Melipilla;X;DC;949;2.77,P,Y,5580,1504831
RM,6014,B,IND,FRVS,54,María Elena Flores,María Elena Flores Martínez,54,M,Psicóloga,,,,mariaelenaflores09,mariaelenaflorespolitica,Ex candidata a concejala por Santiago. Psicóloga de la U. Miguel de Cervantes. Activista animalista.,x,2024;C;Santiago;X;IND;1138;0.62,P,Y,5581,1506198
RM,6014,B,FRVS,FRVS,55,Bernarda Lagos,Bernarda Andrea Lagos Farfán,32,M,Ingeniera Física,,,profile.php?id=61582262680989,,,Ingeniera Física de la U. de Santiago.,x,x,N,Y,5582,1506099
RM,6014,B,IND,AH,56,Carlos Morales,Carlos Enrique Morales Flores,44,H,Técnico en Turismo,,,,carlosmorales_candidatod14,,,x,x,N,Y,5583,1504733
RM,6014,B,AH,AH,57,Sara Pascual,Sara del Carmen Pascual Rodríguez,54,M,,,,,,,Ex candidata a consejera regional por Santiago III.,x,2024;R;Santiago III;X;AH;3075;0.82,P,N,5584,1505657
RM,6014,C,PS,PS,58,Raúl Leiva,Raúl Alfonso Leiva Carvajal,51,H,Abogado,,,leivadiputado,raulleivacarvajal,,"Es diputado por el Distrito 14 de la RM, fue alcalde de Talagante y gobernador de la provincia de Talagante. Abogado de la U. Central, magíster en Gestión Pública y en Comunicación Estratégica. Máster en Derecho de los Negocios.",2018-2025;D;14|2008-2016;A;Talagante|2007-2008;O;Talagante,2021;D;14;G;PS;40946;12.56|2017;D;14;G;PS;44774;14.76|2012;A;Talagante;G;IND;21628;85.21|2008;A;Talagante;G;IND;11126;44.68,R,Y,5585,1506380
RM,6014,C,PS,PS,59,Roberto Soto,Roberto Antonio Soto Ferrada,57,H,Profesor de Educación Física,,,RobertoSotoFerrada,robertosotochile,,Ex concejal en San Bernardo por dos períodos.,2016-2024;C;San Bernardo,2021;C;San Bernardo;G;PS;4090;5.20|2016;C;San Bernardo;G;PS;1570;3.33,P,Y,5586,1504714
RM,6014,C,IND,PC,60,Marisela Santibáñez,Marisela del Carmen Santibáñez Novoa,50,M,Actriz,,mariseka,DiputadaMarisela,mariseka,,Es diputada por el Distrito 14 de la RM desde 2018. Actriz y comunicadora social. Estuvo ligada al mundo de la televisión.,2018-2025;D;14,2021;D;14;G;PC;55932;17.16|2017;D;14;G;PRO;35984;11.86|2016;A;San Bernardo;X;PRO;13079;25.70|2013;D;30;X;PRO;39045;26.77,R,Y,5587,1505509
RM,6014,C,FA,FA,61,Ignacio Achurra,Ignacio Jaime Achurra Díaz,46,H,Actor,,ignacioachurra,profile.php?id=100063795835725,ignacioachurra,,"Fue integrante de la Convención Constitucional. Trabajó como director de la División de Organizaciones Sociales de Chile entre 2023 y 2025. Actor, director teatral y académico. Ha sido presidente del Sidarte.",2021-2022;V;14,2021;V;14;G;CS;29620;9.76,P,Y,5588,1505446
